repositorio,status_final,tempo_analise_horas,tamanho_arquivos,tamanho_linhas_adicionadas,tamanho_linhas_removidas,descricao_caracteres,interacoes_participantes,interacoes_comentarios,numero_revisoes
labuladong/fucking-algorithm,MERGED,5.37,1,3,3,74,2,0,1
labuladong/fucking-algorithm,MERGED,652.52,1,1,1,0,2,0,1
labuladong/fucking-algorithm,MERGED,4476.44,1,7,7,0,2,0,1
labuladong/fucking-algorithm,MERGED,68.21,1,30,30,0,2,0,1
labuladong/fucking-algorithm,CLOSED,8803.96,1,1,1,0,3,0,1
labuladong/fucking-algorithm,MERGED,2753.5,1,31,3,32,2,0,1
labuladong/fucking-algorithm,CLOSED,2956.92,1,212,0,0,3,1,1
labuladong/fucking-algorithm,MERGED,148.89,1,46,0,10,4,0,1
labuladong/fucking-algorithm,CLOSED,172.24,1,55,4,0,2,2,1
labuladong/fucking-algorithm,MERGED,1361.52,1,53,42,337,2,3,6
labuladong/fucking-algorithm,CLOSED,3226.74,3,84,19,0,2,1,1
labuladong/fucking-algorithm,CLOSED,3237.01,1,59,1,10,2,0,1
labuladong/fucking-algorithm,CLOSED,3237.24,1,47,3,10,2,0,1
labuladong/fucking-algorithm,CLOSED,3238.71,2,153,5,2,2,0,1
labuladong/fucking-algorithm,CLOSED,1947.68,1,10,9,60,3,0,1
labuladong/fucking-algorithm,MERGED,6.02,2,199,199,22,2,0,1
labuladong/fucking-algorithm,MERGED,4.91,2,94,81,36,2,5,1
labuladong/fucking-algorithm,MERGED,1.56,9,271,263,21,2,2,1
labuladong/fucking-algorithm,MERGED,25.12,10,223,0,28,2,2,1
labuladong/fucking-algorithm,MERGED,5.4,2,122,119,13,2,0,1
labuladong/fucking-algorithm,MERGED,4.66,6,220,225,121,2,3,1
labuladong/fucking-algorithm,MERGED,5.95,4,119,104,82,2,4,1
labuladong/fucking-algorithm,MERGED,2.61,2,213,216,117,2,1,3
labuladong/fucking-algorithm,MERGED,27.08,3,183,185,24,2,4,2
Chalarangelo/30-seconds-of-code,MERGED,501.6,1,45,11,5290,2,1,1
Chalarangelo/30-seconds-of-code,CLOSED,2.1,1,1,1,17,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,11.16,2,547,408,7562,1,0,1
Chalarangelo/30-seconds-of-code,MERGED,1433.35,1,7,7,2089,1,4,1
Chalarangelo/30-seconds-of-code,MERGED,7.29,1,1,1,0,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,7.67,1,6,0,0,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,7.92,1,1,1,0,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,11.56,1,1,1,0,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,249.93,1,57,0,87,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,4.71,1,5,5,1985,1,0,1
Chalarangelo/30-seconds-of-code,MERGED,3.82,1,3,3,443,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,41.21,1,2,2,62,2,1,1
Chalarangelo/30-seconds-of-code,MERGED,51.87,1,1,1,54,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,1.19,1,1,1,202,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,398.47,1,38,0,0,3,1,2
Chalarangelo/30-seconds-of-code,CLOSED,573.41,1859,50516,23,0,12,1,1
Chalarangelo/30-seconds-of-code,MERGED,87.74,1,1,1,280,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,1878.31,1,21,0,0,3,3,2
Chalarangelo/30-seconds-of-code,CLOSED,1705.47,1,36,0,97,3,2,1
Chalarangelo/30-seconds-of-code,MERGED,2.36,1,1,1,0,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,7.69,1,50,0,0,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,26.27,1,31,0,0,3,0,1
Chalarangelo/30-seconds-of-code,MERGED,4.55,1,29,0,96,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,1.04,1,1,1,0,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,121.57,542,559,557,0,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,25.54,1,3,3,0,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,25.57,1,2,0,0,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,25.74,1,3,1,97,3,0,1
Chalarangelo/30-seconds-of-code,CLOSED,46.65,1,49,0,70,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,70.36,1,18,0,0,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,2.57,1,21,0,0,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,4.25,2,32,0,17,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,2.79,3,47,0,0,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,8.28,1,21,0,34,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,4319.98,1,39,0,450,4,0,1
Chalarangelo/30-seconds-of-code,CLOSED,9.24,1,155,0,72,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,70.56,1,50,0,0,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,95.12,1,37,0,109,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,24.06,1,35,0,48,2,0,1
Chalarangelo/30-seconds-of-code,MERGED,45.58,1,27,0,75,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,41.21,2,37,1,200,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,9.12,1,23,0,75,3,0,2
Chalarangelo/30-seconds-of-code,CLOSED,16.78,1,41,0,55,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,2.41,1,26,0,72,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,2.9,15,145,56,1435,3,0,1
Chalarangelo/30-seconds-of-code,CLOSED,5163.4,2,58,0,82,3,0,1
Chalarangelo/30-seconds-of-code,MERGED,2.02,1,1,1,222,2,0,1
Chalarangelo/30-seconds-of-code,CLOSED,5263.56,1,29,0,0,6,0,3
Chalarangelo/30-seconds-of-code,CLOSED,96.2,2,121,0,39,3,0,1
Chalarangelo/30-seconds-of-code,CLOSED,159.47,2,61,0,321,2,0,1
microsoft/PowerToys,MERGED,2.69,2,4,4,860,2,5,1
microsoft/PowerToys,MERGED,11.83,1,5,1,926,3,5,1
microsoft/PowerToys,MERGED,1.69,1,31,5,1077,2,1,1
microsoft/PowerToys,MERGED,7.56,1,1,1,369,2,2,2
microsoft/PowerToys,MERGED,1.52,3,61,60,155,3,1,1
microsoft/PowerToys,CLOSED,2.7,4,71,62,155,2,1,1
microsoft/PowerToys,MERGED,5.82,1,1,1,795,2,2,1
microsoft/PowerToys,MERGED,5.24,4,66,156,46,3,1,2
microsoft/PowerToys,MERGED,17.11,4,10,6,1127,2,5,1
microsoft/PowerToys,CLOSED,29.61,4,71,62,155,2,4,4
microsoft/PowerToys,MERGED,27.51,6,507,11,700,3,1,2
microsoft/PowerToys,MERGED,1.3,1,0,0,184,3,1,2
microsoft/PowerToys,MERGED,19.68,10,242,62,1132,3,7,7
microsoft/PowerToys,MERGED,43.26,1,19,12,1018,4,1,1
microsoft/PowerToys,MERGED,5.66,1,4,1,181,4,10,1
microsoft/PowerToys,MERGED,2.48,3,62,13,33,2,3,1
microsoft/PowerToys,MERGED,26.9,3,36,19,1177,2,5,1
microsoft/PowerToys,MERGED,12.58,1,1,1,755,2,7,1
microsoft/PowerToys,MERGED,50.08,4,13,43,1211,4,6,2
microsoft/PowerToys,MERGED,25.37,10,159,73,127,5,8,3
microsoft/PowerToys,CLOSED,1.6,9,157,73,147,2,2,3
microsoft/PowerToys,MERGED,88.25,1,12,2,1599,3,0,4
microsoft/PowerToys,MERGED,38.26,1,0,0,856,3,2,1
microsoft/PowerToys,MERGED,85.32,3,7,7,1119,3,7,3
microsoft/PowerToys,MERGED,77.5,6,195,75,659,2,2,1
microsoft/PowerToys,MERGED,78.82,2,2,3,842,4,7,2
microsoft/PowerToys,MERGED,82.8,1,9,0,827,3,3,2
microsoft/PowerToys,MERGED,96.47,7,187,82,1955,2,4,4
microsoft/PowerToys,MERGED,15.15,1,2,2,1005,3,2,1
microsoft/PowerToys,CLOSED,37.8,2,81,6,1052,5,4,1
microsoft/PowerToys,MERGED,16.59,8,498,17,188,4,0,2
microsoft/PowerToys,CLOSED,2.22,5,153,12,3890,4,0,3
microsoft/PowerToys,MERGED,51.3,1,31,13,1059,4,6,1
microsoft/PowerToys,MERGED,12.95,1,1,1,184,2,2,1
microsoft/PowerToys,MERGED,17.92,2,43,24,1155,4,3,1
microsoft/PowerToys,MERGED,22.82,5,15,5,173,3,4,2
microsoft/PowerToys,MERGED,2.24,1,1,0,729,4,2,2
microsoft/PowerToys,MERGED,166.78,1,13,7,823,3,4,2
microsoft/PowerToys,MERGED,67.77,5,35,1,30,4,4,1
microsoft/PowerToys,MERGED,67.78,22,416,450,243,3,5,5
microsoft/PowerToys,MERGED,263.52,1,39,32,277,4,7,3
microsoft/PowerToys,MERGED,258.52,11,677,0,1551,5,7,5
microsoft/PowerToys,MERGED,1.31,1,6,0,561,2,0,1
microsoft/PowerToys,MERGED,38.69,2,94,2,996,3,5,1
microsoft/PowerToys,MERGED,8.97,1,21,20,814,2,1,1
microsoft/PowerToys,MERGED,2.98,1,0,1,772,3,0,3
microsoft/PowerToys,MERGED,49.14,2,37,30,931,3,4,2
microsoft/PowerToys,MERGED,65.57,4,68,10,977,3,2,1
microsoft/PowerToys,MERGED,22.81,3,12,3,23,3,0,5
microsoft/PowerToys,MERGED,21.95,9,80,60,1183,4,3,3
facebook/react-native,CLOSED,22.24,1,15,10,262,4,3,1
facebook/react-native,CLOSED,23.88,18,29236,21339,175,3,2,1
facebook/react-native,CLOSED,89.81,2,93,0,417,4,3,1
facebook/react-native,CLOSED,50.09,2,158,16,810,4,2,1
facebook/react-native,CLOSED,18.37,1,17,4,106,4,3,2
facebook/react-native,CLOSED,124.44,2,235,36,1280,4,3,1
facebook/react-native,CLOSED,247.36,4,52,0,649,4,4,1
facebook/react-native,CLOSED,27.08,3,2,43,230,4,3,1
facebook/react-native,CLOSED,24.68,1,1,1,306,5,3,2
facebook/react-native,CLOSED,23.43,1,1,1,123,4,3,1
facebook/react-native,CLOSED,15.04,1,16,0,465,4,4,1
facebook/react-native,CLOSED,11.88,1,108,108,142,4,3,1
facebook/react-native,CLOSED,60.33,1,5,1,204,4,4,1
facebook/react-native,CLOSED,64.83,2,62,2,517,4,4,3
facebook/react-native,CLOSED,5.97,1,2,2,63,4,4,1
facebook/react-native,CLOSED,24.22,1,1,0,63,4,5,1
facebook/react-native,CLOSED,97.03,3,17,3,260,4,4,1
facebook/react-native,CLOSED,35.37,2,2,2,339,4,3,1
facebook/react-native,CLOSED,18.33,7,37,29,113,4,6,1
facebook/react-native,CLOSED,6.09,1,10,0,207,4,5,1
facebook/react-native,CLOSED,2.57,1,2,2,91,4,4,1
facebook/react-native,CLOSED,97.53,3,9,19,261,3,3,1
facebook/react-native,CLOSED,97.53,2,4,16,193,4,4,1
facebook/react-native,CLOSED,384.67,3,0,223,170,4,13,1
facebook/react-native,CLOSED,175.48,16,22,1262,147,4,8,1
facebook/react-native,CLOSED,2.91,2,6,0,109,4,5,1
facebook/react-native,CLOSED,5.78,1,1,1,336,4,6,1
facebook/react-native,CLOSED,82.18,1,5,5,55,3,3,2
facebook/react-native,CLOSED,265.34,2,314,0,661,3,6,1
facebook/react-native,CLOSED,265.36,2,145,0,608,4,6,1
facebook/react-native,CLOSED,25.59,1,5,0,650,5,4,2
facebook/react-native,CLOSED,4.88,10,322,49,138,4,6,1
facebook/react-native,CLOSED,302.04,1,9,0,96,5,7,1
facebook/react-native,CLOSED,4.2,3,5,1,136,4,4,1
facebook/react-native,CLOSED,22.18,7,19,49,128,3,3,1
facebook/react-native,CLOSED,340.46,4,14,0,2173,4,6,3
facebook/react-native,CLOSED,728.79,2,376,0,307,3,7,1
facebook/react-native,CLOSED,3.84,1,1,1,55,3,3,1
facebook/react-native,CLOSED,1.35,1,5,5,55,3,3,2
facebook/react-native,CLOSED,1.22,1,6,3,356,4,2,2
facebook/react-native,CLOSED,749.06,2,562,0,333,3,9,1
facebook/react-native,CLOSED,749.6,2,203,0,363,3,9,1
facebook/react-native,CLOSED,18.97,2,29,1,153,4,7,1
facebook/react-native,CLOSED,5.72,1,2,2,55,3,3,2
facebook/react-native,CLOSED,1.39,1,5,5,55,3,3,1
facebook/react-native,CLOSED,17.43,1,4,4,3662,4,5,1
facebook/react-native,CLOSED,338.3,8,2600,0,633,3,10,1
facebook/react-native,CLOSED,338.69,7,2512,0,644,3,9,1
facebook/react-native,CLOSED,339.14,7,2287,0,667,3,10,1
facebook/react-native,CLOSED,340.95,7,1993,0,752,3,11,1
electron/electron,MERGED,1.43,1,7,1,550,2,1,1
electron/electron,MERGED,5.12,3,105,0,63,2,1,2
electron/electron,MERGED,5.12,3,105,0,63,2,1,2
electron/electron,MERGED,5.13,3,105,0,63,2,1,2
electron/electron,MERGED,19.98,3,105,0,63,2,1,2
electron/electron,MERGED,7.0,4,100,32,55,2,1,3
electron/electron,MERGED,1.0,1,4,5,55,2,1,2
electron/electron,MERGED,1.01,1,4,5,55,2,1,2
electron/electron,MERGED,18.11,1,13,2,111,1,1,1
electron/electron,MERGED,18.37,1,13,2,111,1,1,1
electron/electron,MERGED,18.38,1,13,2,111,1,1,1
electron/electron,MERGED,22.49,2,117,0,124,2,1,1
electron/electron,MERGED,28.51,3,99,0,352,2,5,1
electron/electron,MERGED,12.0,3,4,10,55,1,1,1
electron/electron,MERGED,19.51,3,4,10,55,2,1,1
electron/electron,MERGED,25.19,2,117,0,221,2,4,1
electron/electron,MERGED,26.54,2,11,0,534,2,3,1
electron/electron,MERGED,31.75,3,20,16,163,2,1,2
electron/electron,MERGED,25.75,3,20,16,163,1,1,1
electron/electron,MERGED,38.86,1,4,5,282,3,4,3
electron/electron,MERGED,9.46,1,1,0,230,4,1,2
electron/electron,MERGED,2.67,1,1,1,55,1,1,1
electron/electron,MERGED,12.3,2,2,2,130,1,1,1
electron/electron,MERGED,26.03,3,39,18,394,2,3,2
electron/electron,MERGED,26.68,1,12,0,62,3,3,1
electron/electron,MERGED,50.41,3,4,10,55,2,3,1
electron/electron,MERGED,5.74,3,4,10,55,1,1,1
electron/electron,MERGED,32.72,1,2,2,3705,1,1,1
electron/electron,MERGED,39.57,1,0,6,454,2,1,1
electron/electron,MERGED,71.18,3,128,1,148,3,1,3
electron/electron,MERGED,7.24,3,128,1,148,1,1,1
electron/electron,MERGED,91.39,3,128,1,148,1,1,2
electron/electron,MERGED,13.1,3,4,10,1191,2,6,1
electron/electron,MERGED,33.33,3,128,1,1396,3,4,2
electron/electron,MERGED,36.28,1,5,4,56,1,1,1
electron/electron,MERGED,5.65,6,36,0,55,2,1,2
electron/electron,MERGED,5.65,6,36,0,55,2,1,2
electron/electron,MERGED,2.28,1,2,2,56,1,1,1
electron/electron,MERGED,2.27,1,2,2,56,1,1,1
electron/electron,MERGED,2.27,1,2,2,56,1,1,1
electron/electron,MERGED,24.77,1,5,4,554,4,2,3
electron/electron,MERGED,46.47,3,36,46,840,2,1,1
electron/electron,MERGED,8.02,1,11,10,90,2,1,2
electron/electron,MERGED,2.35,1,11,10,90,2,1,2
electron/electron,MERGED,8.02,1,11,10,90,2,1,2
electron/electron,MERGED,24.24,1,2,2,901,3,4,2
electron/electron,MERGED,2.47,1,2,2,55,2,1,2
electron/electron,MERGED,2.48,1,2,2,55,2,1,2
electron/electron,MERGED,2.68,3,7,7,143,2,1,2
electron/electron,MERGED,25.88,1,5,9,149,1,1,1
kubernetes/kubernetes,MERGED,4.93,5,281,9,405,3,6,2
kubernetes/kubernetes,MERGED,17.08,11,1795,0,340,5,13,5
kubernetes/kubernetes,MERGED,20.93,1,7,2,186,4,4,2
kubernetes/kubernetes,MERGED,12.83,1,108,109,393,3,5,1
kubernetes/kubernetes,MERGED,69.79,13,335,10,1190,6,6,1
kubernetes/kubernetes,MERGED,95.55,4,31,46,1072,3,17,1
kubernetes/kubernetes,MERGED,51.99,1,7,2,34,6,11,1
kubernetes/kubernetes,MERGED,66.41,1,16,5,693,4,8,2
kubernetes/kubernetes,MERGED,1.72,1,1,1,345,3,4,1
kubernetes/kubernetes,MERGED,92.41,3,4,4,2045,5,12,6
kubernetes/kubernetes,MERGED,124.62,1,128,122,171,3,5,1
kubernetes/kubernetes,MERGED,72.8,16,709,28,997,5,5,10
kubernetes/kubernetes,MERGED,108.16,1,3,1,352,5,8,1
kubernetes/kubernetes,MERGED,75.31,4,19,17,419,5,10,1
kubernetes/kubernetes,MERGED,104.72,1,301,0,462,4,10,10
kubernetes/kubernetes,MERGED,8.84,6,10,10,18,6,10,1
kubernetes/kubernetes,MERGED,96.06,12,257,10,994,6,10,3
kubernetes/kubernetes,MERGED,95.97,2,112,1,67,4,5,3
kubernetes/kubernetes,MERGED,16.41,1,3,2,692,4,3,2
kubernetes/kubernetes,MERGED,90.8,3,63,40,458,3,7,2
kubernetes/kubernetes,MERGED,155.22,2,2,2,142,5,6,1
kubernetes/kubernetes,MERGED,93.87,2,2,2,147,4,5,1
kubernetes/kubernetes,MERGED,5.82,1,8,1,444,3,4,1
kubernetes/kubernetes,MERGED,3.06,2,2,2,478,5,10,4
kubernetes/kubernetes,MERGED,164.61,1,1,1,362,4,7,1
kubernetes/kubernetes,MERGED,112.18,1,3,3,1117,6,12,1
kubernetes/kubernetes,MERGED,47.24,2,200,9,747,4,8,1
kubernetes/kubernetes,MERGED,163.53,60,1107,361,1045,8,12,5
kubernetes/kubernetes,MERGED,11.81,11,82,42,430,4,3,2
kubernetes/kubernetes,MERGED,11.82,11,82,42,430,4,3,2
kubernetes/kubernetes,MERGED,11.83,11,82,42,430,4,4,2
kubernetes/kubernetes,MERGED,45.18,2,40,1,739,4,10,1
kubernetes/kubernetes,MERGED,3.17,1,1,1,456,5,8,2
kubernetes/kubernetes,MERGED,16.87,77,1968,956,917,5,10,1
kubernetes/kubernetes,MERGED,164.63,3,98,19,272,5,10,3
kubernetes/kubernetes,MERGED,35.92,3,108,61,269,4,6,12
kubernetes/kubernetes,CLOSED,15.51,11,27,6,502,4,5,1
kubernetes/kubernetes,MERGED,193.7,13,109,40,1079,9,23,22
kubernetes/kubernetes,MERGED,32.81,44,623,19,3344,4,14,25
kubernetes/kubernetes,MERGED,52.53,11,82,41,1209,5,12,9
kubernetes/kubernetes,MERGED,76.89,2,4,4,636,3,7,1
kubernetes/kubernetes,MERGED,39.5,1,2,1,393,3,7,1
kubernetes/kubernetes,MERGED,59.37,3,280,1,522,6,17,29
kubernetes/kubernetes,MERGED,120.02,3,9,9,307,4,15,2
kubernetes/kubernetes,MERGED,9.63,5,10,10,366,4,5,1
kubernetes/kubernetes,MERGED,85.41,2,109,4,486,3,11,5
kubernetes/kubernetes,MERGED,125.04,5,20,18,254,4,10,4
kubernetes/kubernetes,MERGED,146.26,15,460,55,820,6,11,17
kubernetes/kubernetes,MERGED,119.46,4,44,0,633,4,13,1
kubernetes/kubernetes,MERGED,166.18,2,195,15,1130,5,9,17
krahets/hello-algo,MERGED,178.0,5,7,7,88,2,0,1
krahets/hello-algo,MERGED,9.21,1,1,1,948,2,0,1
krahets/hello-algo,MERGED,481.72,1,2,2,1012,2,0,1
krahets/hello-algo,MERGED,487.76,1,1,1,38,2,0,1
krahets/hello-algo,MERGED,604.77,1,2,2,1088,2,0,1
krahets/hello-algo,CLOSED,919.68,1,2,2,1137,2,0,1
krahets/hello-algo,CLOSED,1041.13,1,2,2,1236,2,0,1
krahets/hello-algo,MERGED,117.71,3,12,20,22,2,0,1
krahets/hello-algo,MERGED,1292.24,1,1,1,1069,2,0,1
krahets/hello-algo,MERGED,416.81,22,822,613,1227,2,0,11
krahets/hello-algo,MERGED,72.61,1,1,1,944,2,2,1
krahets/hello-algo,CLOSED,53.38,1,4,0,944,2,0,1
krahets/hello-algo,MERGED,205.04,8,41,47,0,2,0,10
krahets/hello-algo,CLOSED,592.33,79,4588,0,944,2,1,6
krahets/hello-algo,MERGED,558.44,1,3,3,1064,2,0,1
krahets/hello-algo,MERGED,811.6,1,2,2,1640,2,0,1
krahets/hello-algo,MERGED,140.34,1,1,1,163,2,0,1
krahets/hello-algo,MERGED,393.54,1,32,24,79,2,0,1
krahets/hello-algo,MERGED,2848.22,2,10,0,530,2,0,1
krahets/hello-algo,MERGED,501.99,1,2,2,1253,2,0,1
krahets/hello-algo,MERGED,559.6,3,21,21,956,2,0,2
krahets/hello-algo,MERGED,159.86,1,12,12,944,3,1,3
krahets/hello-algo,MERGED,161.28,1,1,1,39,2,0,1
krahets/hello-algo,MERGED,241.9,4,6,28,1065,2,0,1
krahets/hello-algo,MERGED,1908.4,3,23,10,944,3,0,4
krahets/hello-algo,MERGED,1930.0,1,4,4,944,3,0,3
krahets/hello-algo,MERGED,669.88,1,13,1,944,2,0,1
krahets/hello-algo,CLOSED,745.93,1,1,1,966,1,0,2
krahets/hello-algo,MERGED,2134.9,1,20,20,2474,3,2,20
krahets/hello-algo,MERGED,25.55,1,1,1,953,2,0,1
krahets/hello-algo,MERGED,6.73,1,2,0,944,2,0,1
krahets/hello-algo,MERGED,23.56,1,10,14,0,2,0,5
krahets/hello-algo,MERGED,232.17,1,1,3,1119,2,0,1
krahets/hello-algo,MERGED,1418.05,1,12,12,944,3,1,5
krahets/hello-algo,CLOSED,276.13,1,3,1,803,2,0,1
krahets/hello-algo,MERGED,278.35,1,1,1,944,2,0,1
krahets/hello-algo,MERGED,13.05,1,1,1,944,2,1,1
krahets/hello-algo,MERGED,1441.58,1,11,11,944,3,2,7
krahets/hello-algo,MERGED,1478.52,1,55,55,944,3,2,2
krahets/hello-algo,MERGED,335.41,1,1,1,944,3,0,3
krahets/hello-algo,MERGED,535.18,1,31,31,944,3,0,4
krahets/hello-algo,MERGED,298.28,1,31,31,944,4,2,15
krahets/hello-algo,MERGED,594.6,1,23,23,944,3,1,5
krahets/hello-algo,MERGED,326.0,2,2,2,723,2,0,1
krahets/hello-algo,MERGED,352.55,1,2,2,944,4,3,4
krahets/hello-algo,MERGED,689.63,1,29,29,954,4,1,11
krahets/hello-algo,MERGED,46.68,4,29,26,36,2,0,1
krahets/hello-algo,MERGED,197.3,1,9,9,944,3,1,3
krahets/hello-algo,MERGED,710.93,1,12,12,944,4,0,11
krahets/hello-algo,MERGED,711.73,1,10,10,944,3,0,13
langchain-ai/langchain,CLOSED,4.36,3,110,0,474,2,1,1
langchain-ai/langchain,MERGED,18.13,6,52,56,0,2,0,7
langchain-ai/langchain,MERGED,1.23,53,680,763,106,2,1,1
langchain-ai/langchain,MERGED,29.73,3,827,0,209,1,0,1
langchain-ai/langchain,MERGED,38.97,2,49,4,106,3,1,3
langchain-ai/langchain,MERGED,4.19,2,67,25,32,2,1,5
langchain-ai/langchain,MERGED,36.55,5,2568,43,2413,2,0,8
langchain-ai/langchain,MERGED,37.26,8,2261,195,2882,2,1,4
langchain-ai/langchain,CLOSED,1.16,4,396,64,333,2,1,1
langchain-ai/langchain,CLOSED,6.18,5,805,196,9,2,3,2
langchain-ai/langchain,MERGED,1.73,16,1254,3134,596,2,0,3
langchain-ai/langchain,MERGED,4.84,4,3,58,77,2,0,1
langchain-ai/langchain,CLOSED,24.21,7,1619,45,1290,2,1,4
langchain-ai/langchain,CLOSED,27.84,5,200,0,1739,2,2,1
langchain-ai/langchain,CLOSED,2.59,4,280,96,0,2,4,3
langchain-ai/langchain,MERGED,6.55,6,498,25,277,3,0,3
langchain-ai/langchain,MERGED,21.84,2,64,30,418,2,0,2
langchain-ai/langchain,MERGED,25.49,3,893,0,4255,2,0,1
langchain-ai/langchain,MERGED,9.07,4,1405,0,293,3,1,6
langchain-ai/langchain,MERGED,5.61,6,725,20,76,4,2,4
langchain-ai/langchain,MERGED,49.65,3,469,0,144,3,0,4
langchain-ai/langchain,MERGED,65.09,2,201,4,0,3,2,9
langchain-ai/langchain,MERGED,18.69,2,201,60,294,2,0,6
langchain-ai/langchain,CLOSED,47.31,26,34,36,1116,2,4,1
langchain-ai/langchain,MERGED,1.08,3,2,6,73,2,0,1
langchain-ai/langchain,CLOSED,45.15,13,1032,3067,457,1,1,1
langchain-ai/langchain,MERGED,81.33,2,8,12,0,3,0,1
langchain-ai/langchain,CLOSED,2.03,2,2,1,0,1,1,1
langchain-ai/langchain,MERGED,94.98,12,100,17,0,2,2,1
langchain-ai/langchain,MERGED,48.16,2,105,12,854,2,2,1
langchain-ai/langchain,CLOSED,158.28,2,224,0,2600,4,5,1
langchain-ai/langchain,MERGED,30.13,44,402,1088,1612,6,3,2
langchain-ai/langchain,CLOSED,6.52,1,2,0,904,2,3,1
langchain-ai/langchain,MERGED,20.27,7,499,46,538,2,2,5
langchain-ai/langchain,MERGED,57.53,4,405,2,364,3,1,12
langchain-ai/langchain,MERGED,13.51,35,1194,2601,0,2,2,1
langchain-ai/langchain,MERGED,17.76,9,734,240,606,2,1,5
langchain-ai/langchain,CLOSED,12.9,29,4739,237,1953,2,5,1
langchain-ai/langchain,MERGED,22.73,3,311,7,150,2,1,8
langchain-ai/langchain,CLOSED,23.58,4,666,39,332,2,1,2
langchain-ai/langchain,MERGED,12.61,3,9,9,172,5,4,1
langchain-ai/langchain,MERGED,4.5,3,469,32,467,2,1,3
langchain-ai/langchain,MERGED,1.05,6,141,22,65,2,2,3
langchain-ai/langchain,CLOSED,21.53,10,3592,0,982,2,1,1
langchain-ai/langchain,MERGED,1.13,10,38,18,114,2,1,3
langchain-ai/langchain,MERGED,68.37,6,1611,953,676,3,1,3
langchain-ai/langchain,CLOSED,178.46,1,17,0,1360,3,4,2
langchain-ai/langchain,MERGED,6.1,1,32,0,880,2,3,1
langchain-ai/langchain,CLOSED,48.2,4,70,18,2111,3,3,2
langchain-ai/langchain,MERGED,13.29,2,36,34,0,2,1,1
langgenius/dify,MERGED,2.2,4,127,67,681,3,2,6
langgenius/dify,MERGED,4.84,4,185,4,712,2,1,3
langgenius/dify,MERGED,15.65,3,12,2,725,4,3,5
langgenius/dify,MERGED,1.9,1,4,1,1366,2,1,3
langgenius/dify,MERGED,2.43,1,1,1,723,2,1,2
langgenius/dify,MERGED,2.73,1,1,1,724,2,1,3
langgenius/dify,MERGED,22.38,11,2183,488,3074,3,7,11
langgenius/dify,MERGED,6.12,1,1,0,797,2,1,2
langgenius/dify,MERGED,6.2,4,205,187,804,2,1,2
langgenius/dify,MERGED,1.84,5,25,4,712,2,1,2
langgenius/dify,CLOSED,8.02,5,20,10,760,2,1,3
langgenius/dify,MERGED,2.4,5,388,41,2258,2,1,4
langgenius/dify,MERGED,10.84,5,51,13,4640,2,1,7
langgenius/dify,MERGED,1.22,2,2,1,782,2,0,2
langgenius/dify,MERGED,16.93,1,0,3,2251,2,1,3
langgenius/dify,MERGED,2.72,6,45,28,1862,2,2,3
langgenius/dify,CLOSED,1.17,1,1,1,2079,1,1,2
langgenius/dify,MERGED,8.73,4,21,0,1468,2,1,2
langgenius/dify,MERGED,11.61,1,0,5,729,2,1,3
langgenius/dify,MERGED,14.0,22,26,0,723,2,1,3
langgenius/dify,MERGED,10.8,1,543,0,723,2,1,3
langgenius/dify,MERGED,34.62,76,261,144,727,2,2,6
langgenius/dify,MERGED,83.36,138,613,633,723,3,3,6
langgenius/dify,MERGED,25.19,2,0,46,924,2,2,4
langgenius/dify,MERGED,42.54,1,0,1,1140,2,1,4
langgenius/dify,MERGED,54.64,4,7,7,1171,2,1,6
langgenius/dify,MERGED,2.65,2,8,34,728,2,1,3
langgenius/dify,MERGED,76.88,1,8,4,727,2,1,4
langgenius/dify,MERGED,5.48,1,261,0,723,2,1,3
langgenius/dify,MERGED,15.44,1,3,7,826,2,1,3
